rest_key,rest_coop,reporting_day,daypart_name,daypart_description,daypart_sales,daypart_transaction_qty
13604,SEA/TCA WA CP-0024,2010-01-29,Afternoon,2PM - 4PM,453.02,89
13604,SEA/TCA WA CP-0024,2010-01-29,Breakfast,Open - 10:30AM (11AM weekend),623.56,139
13604,SEA/TCA WA CP-0024,2010-01-29,Dinner,4PM - 9PM,1524.43,254
13604,SEA/TCA WA CP-0024,2010-01-29,Evening,9PM - Close,312.52,55
13604,SEA/TCA WA CP-0024,2010-01-29,Late Night,11PM - 5AM,0.0,0
13604,SEA/TCA WA CP-0024,2010-01-29,Lunch,11AM -  2PM,1035.0,179
13604,SEA/TCA WA CP-0024,2010-01-29,Morning,Open - 11AM,695.05,154
13604,SEA/TCA WA CP-0024,2010-01-29,Regular Menu,10:30AM (11AM weekend) - Close,3396.46,592
13604,SEA/TCA WA CP-0024,2010-01-29,Total Day,All hours,4020.02,731
13604,SEA/TCA WA CP-0024,2010-01-30,After 4PM,4PM - Close,1471.61,240
13604,SEA/TCA WA CP-0024,2010-01-30,Afternoon,2PM - 4PM,569.03,91
13604,SEA/TCA WA CP-0024,2010-01-30,Breakfast,Open - 10:30AM (11AM weekend),1014.55,167
13604,SEA/TCA WA CP-0024,2010-01-30,Dinner,4PM - 9PM,1205.13,192
13604,SEA/TCA WA CP-0024,2010-01-30,Evening,9PM - Close,266.48,48
13604,SEA/TCA WA CP-0024,2010-01-30,Late Night,11PM - 5AM,0.0,0
13604,SEA/TCA WA CP-0024,2010-01-30,Lunch,11AM -  2PM,1162.44,187
13604,SEA/TCA WA CP-0024,2010-01-30,Morning,Open - 11AM,1014.55,167
13604,SEA/TCA WA CP-0024,2010-01-30,Regular Menu,10:30AM (11AM weekend) - Close,3203.08,518
13604,SEA/TCA WA CP-0024,2010-01-30,Total Day,All hours,4217.63,685
13604,SEA/TCA WA CP-0024,2010-01-31,After 4PM,4PM - Close,853.09,146
13604,SEA/TCA WA CP-0024,2010-01-31,Afternoon,2PM - 4PM,446.41,81
13604,SEA/TCA WA CP-0024,2010-01-31,Breakfast,Open - 10:30AM (11AM weekend),700.04,122
13604,SEA/TCA WA CP-0024,2010-01-31,Dinner,4PM - 9PM,784.82,131
13604,SEA/TCA WA CP-0024,2010-01-31,Evening,9PM - Close,68.27,15
13604,SEA/TCA WA CP-0024,2010-01-31,Late Night,11PM - 5AM,0.0,0
13604,SEA/TCA WA CP-0024,2010-01-31,Lunch,11AM -  2PM,1021.73,148
13604,SEA/TCA WA CP-0024,2010-01-31,Morning,Open - 11AM,700.04,122
13604,SEA/TCA WA CP-0024,2010-01-31,Regular Menu,10:30AM (11AM weekend) - Close,2321.23,375
13604,SEA/TCA WA CP-0024,2010-01-31,Total Day,All hours,3021.27,497
13604,SEA/TCA WA CP-0024,2010-02-01,After 4PM,4PM - Close,1246.92,215
13604,SEA/TCA WA CP-0024,2010-02-01,Afternoon,2PM - 4PM,701.25,149
13604,SEA/TCA WA CP-0024,2010-02-01,Breakfast,Open - 10:30AM (11AM weekend),694.25,172
13604,SEA/TCA WA CP-0024,2010-02-01,Dinner,4PM - 9PM,1068.95,182
13604,SEA/TCA WA CP-0024,2010-02-01,Evening,9PM - Close,177.97,33
13604,SEA/TCA WA CP-0024,2010-02-01,Late Night,11PM - 5AM,0.0,0
13604,SEA/TCA WA CP-0024,2010-02-01,Lunch,11AM -  2PM,1004.76,197
13604,SEA/TCA WA CP-0024,2010-02-01,Morning,Open - 11AM,747.19,186
13604,SEA/TCA WA CP-0024,2010-02-01,Regular Menu,10:30AM (11AM weekend) - Close,3005.87,575
13604,SEA/TCA WA CP-0024,2010-02-01,Total Day,All hours,3700.12,747
